symbol,entry_time,exit_time,realized_pnl
AXS-USDT-SWAP,2025-03-01 12:20:38.977600,2025-03-08 12:22:31.848500,-123.95701650573356
STRK-USDT-SWAP,2025-03-01 12:20:38.977600,2025-03-01 13:50:38.730200,21.697499999999984
ORDI-USDT-SWAP,2025-03-01 12:20:38.977600,2025-03-01 13:50:38.730200,51.376500000000085
GMX-USDT-SWAP,2025-03-01 12:20:38.977600,2025-03-01 18:52:41.515300,10.752000000000045
MINA-USDT-SWAP,2025-03-01 12:20:38.977600,2025-03-01 20:24:43.279500,0.017400000000000082
ATOM-USDT-SWAP,2025-03-01 12:20:38.977600,2025-03-01 22:12:41.050800,-12.221999999999946
ZETA-USDT-SWAP,2025-03-01 12:20:38.977600,2025-03-02 03:58:34.873500,10.11899999999997
PYTH-USDT-SWAP,2025-03-01 12:20:38.977600,2025-03-02 17:00:42.471900,129.75200000000004
BICO-USDT-SWAP,2025-03-01 12:20:38.977600,2025-03-10 16:42:31.159000,-225.90569999999997
EOS-USDT-SWAP,2025-03-01 12:20:38.977600,2025-03-02 13:48:39.080800,31.357999999999862
METIS-USDT-SWAP,2025-03-01 12:20:38.977600,2025-03-02 15:38:40.419800,39.488000000000035
ADA-USDT-SWAP,2025-03-01 12:20:38.977600,2025-03-02 16:16:42.029300,3.4929999999999994
NEAR-USDT-SWAP,2025-03-01 12:20:38.977600,2025-03-09 13:52:29.909000,204.54999999999984
1INCH-USDT-SWAP,2025-03-01 12:20:38.977600,2025-03-08 15:42:24.260600,-136.5782000000001
BNB-USDT-SWAP,2025-03-01 12:20:38.977600,2025-03-02 17:00:42.471900,-55.24800000000006
SHIB-USDT-SWAP,2025-03-01 12:20:38.977600,2025-03-10 04:32:28.193400,-274.92100000000016
ETH-USDT-SWAP,2025-03-01 12:20:38.977600,2025-03-05 01:30:51.388500,211.38869999999997
POL-USDT-SWAP,2025-03-01 13:50:38.730200,2025-03-05 10:18:48.427200,-26.26593172690744
CHZ-USDT-SWAP,2025-03-01 13:50:38.730200,2025-03-05 21:58:54.139000,-210.61189999999965
CRO-USDT-SWAP,2025-03-01 13:50:38.730200,2025-03-02 16:42:44.476000,136.9634000000001
AVAX-USDT-SWAP,2025-03-01 13:50:38.730200,2025-03-02 16:42:44.476000,197.78850000000003
ZK-USDT-SWAP,2025-03-01 18:20:35.718400,2025-03-04 01:50:41.146500,-257.7279999999999
STX-USDT-SWAP,2025-03-01 19:40:41.597300,2025-03-02 17:00:42.471900,126.66719999999985
MINA-USDT-SWAP,2025-03-01 20:24:43.279500,2025-03-08 12:22:31.848500,-14.139400000000053
BTC-USDT-SWAP,2025-03-01 22:12:41.050800,2025-03-02 08:42:42.326400,-0.7615999999998603
FLOW-USDT-SWAP,2025-03-02 01:46:41.199800,2025-03-02 09:48:38.032400,14.550000000000013
ICP-USDT-SWAP,2025-03-02 08:42:42.326400,2025-03-02 18:42:43.910800,-82.20500000000014
ZRX-USDT-SWAP,2025-03-02 09:48:38.032400,2025-03-02 21:42:39.813500,157.132
EOS-USDT-SWAP,2025-03-02 13:48:39.080800,2025-03-10 10:32:36.547000,50.74100000000005
KSM-USDT-SWAP,2025-03-02 15:18:34.375800,2025-03-05 07:54:46.417700,-37.82000000000011
ENS-USDT-SWAP,2025-03-02 15:38:40.419800,2025-03-04 16:30:00.000000,29.28459999999965
ADA-USDT-SWAP,2025-03-02 16:16:42.029300,2025-03-08 12:22:31.848500,193.3390000000001
SOL-USDT-SWAP,2025-03-02 16:30:00.000000,2025-03-08 14:32:31.546700,243.13890000000004
ATOM-USDT-SWAP,2025-03-02 16:30:00.000000,2025-03-06 10:14:55.427600,-89.37127950310533
AVAX-USDT-SWAP,2025-03-02 16:42:44.476000,2025-03-04 23:02:46.381600,0.8320000000000001
BSV-USDT-SWAP,2025-03-02 16:42:44.476000,2025-03-03 19:08:38.796400,-66.4720000000002
STX-USDT-SWAP,2025-03-02 17:00:42.471900,2025-03-03 19:42:45.198100,216.25020000000006
BNB-USDT-SWAP,2025-03-02 17:00:42.471900,2025-03-08 12:22:31.848500,-112.17399999999995
ZRX-USDT-SWAP,2025-03-02 21:42:39.813500,2025-03-03 06:26:36.700500,65.9120000000001
MANA-USDT-SWAP,2025-03-02 22:42:41.747500,2025-03-04 08:58:46.769900,-178.8099999999999
FIL-USDT-SWAP,2025-03-02 23:26:37.515500,2025-03-08 18:22:31.041600,-0.09059999999999997
CORE-USDT-SWAP,2025-03-02 23:26:37.515500,2025-03-08 12:22:31.848500,214.2376000000002
CFX-USDT-SWAP,2025-03-03 01:02:39.990400,2025-03-03 22:02:40.545100,337.825
DOT-USDT-SWAP,2025-03-03 09:10:45.617000,2025-03-04 05:22:50.236400,63.22600000000026
BSV-USDT-SWAP,2025-03-03 19:08:38.796400,2025-03-09 12:22:31.422900,19.773999999999717
STX-USDT-SWAP,2025-03-03 19:42:45.198100,2025-03-04 21:28:50.809400,51.20905193370163
STORJ-USDT-SWAP,2025-03-03 19:42:45.198100,2025-03-04 20:00:50.486800,-23.35799999999997
CFX-USDT-SWAP,2025-03-03 22:02:40.545100,2025-03-08 12:22:31.848500,44.33081679389308
GAS-USDT-SWAP,2025-03-04 05:22:50.236400,2025-03-04 15:42:52.579600,30.284000000000077
THETA-USDT-SWAP,2025-03-04 08:58:46.769900,2025-03-08 12:22:31.848500,-19.37649999999997
RON-USDT-SWAP,2025-03-04 09:54:51.807300,2025-03-09 09:32:31.853700,53.042000000000044
ZK-USDT-SWAP,2025-03-04 16:30:00.000000,2025-03-05 10:18:48.427200,141.83119999999994
ENS-USDT-SWAP,2025-03-04 16:30:00.000000,2025-03-05 17:46:56.251600,-0.3086000000000006
ETHW-USDT-SWAP,2025-03-04 22:44:53.245300,2025-03-09 11:42:26.489100,43.56180000000004
AVAX-USDT-SWAP,2025-03-04 23:02:46.381600,2025-03-05 12:58:50.321600,74.7648000000001
ETH-USDT-SWAP,2025-03-05 01:30:51.388500,2025-03-06 01:48:51.832300,-59.455500000000164
STX-USDT-SWAP,2025-03-05 02:22:52.719200,2025-03-05 17:46:56.251600,39.1607999999999
OP-USDT-SWAP,2025-03-05 05:28:47.258200,2025-03-06 08:54:48.719600,119.63199999999996
ZIL-USDT-SWAP,2025-03-05 07:54:46.417700,2025-03-08 12:22:31.848500,35.49600000000015
ZK-USDT-SWAP,2025-03-05 10:18:48.427200,2025-03-05 17:20:53.615500,6.499999999999961
POL-USDT-SWAP,2025-03-05 10:18:48.427200,2025-03-08 14:32:31.546700,-57.732000000000085
DOT-USDT-SWAP,2025-03-05 13:20:56.409800,2025-03-09 17:02:27.537700,2.8851216617213993
ZK-USDT-SWAP,2025-03-05 17:20:53.615500,2025-03-08 12:22:31.848500,-56.84000000000005
CHZ-USDT-SWAP,2025-03-05 21:58:54.139000,2025-03-08 12:22:31.848500,-0.016499999999999987
ETH-USDT-SWAP,2025-03-06 01:48:51.832300,2025-03-08 23:22:28.477300,-0.0686600000000003
BCH-USDT-SWAP,2025-03-06 02:26:49.700400,2025-03-06 05:22:57.969500,0.19300000000000014
OP-USDT-SWAP,2025-03-06 08:54:48.719600,2025-03-08 20:12:22.292200,47.17870000000003
WOO-USDT-SWAP,2025-03-06 09:46:57.621200,2025-03-09 17:12:26.726600,261.0299999999999
UNI-USDT-SWAP,2025-03-06 10:14:55.427600,2025-03-08 19:12:23.480700,-72.06900000000009
LUNC-USDT-SWAP,2025-03-06 10:26:55.323200,2025-03-08 12:22:31.848500,-57.70050000000006
LUNC-USDT-SWAP,2025-03-08 12:22:31.848500,2025-03-09 09:32:31.853700,27.285231513260545
IMX-USDT-SWAP,2025-03-08 12:22:31.848500,2025-03-10 06:02:30.498100,-113.3678999999997
AVAX-USDT-SWAP,2025-03-08 12:22:31.848500,2025-03-08 14:32:31.546700,60.131199999999914
EGLD-USDT-SWAP,2025-03-08 12:22:31.848500,2025-03-10 18:22:36.003900,-145.85200000000015
BLUR-USDT-SWAP,2025-03-08 12:22:31.848500,2025-03-10 20:42:36.176500,177.89500884955737
KSM-USDT-SWAP,2025-03-08 12:22:31.848500,2025-03-09 11:52:31.231300,-27.63600000000006
1INCH-USDT-SWAP,2025-03-08 15:42:24.260600,2025-03-11 00:42:38.448100,156.48910000000006
FIL-USDT-SWAP,2025-03-08 18:22:31.041600,2025-03-09 18:52:31.582400,157.09420000000006
OP-USDT-SWAP,2025-03-08 20:12:22.292200,2025-03-09 06:42:27.028200,-13.93799999999998
IMX-USDT-SWAP,2025-03-10 06:02:30.498100,2025-03-11 01:02:39.097300,90.25600000000031
